AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,year
-0.9915164461512909,-0.6742194738132741,1.2367330607113605,0.8024515686253016,1.6195189563572,1.0165871591697746,-1.8071100860520228,1.6406479221660522,1.5129529430390958,0.1966,67.84,2011
-0.9682594401584599,-0.7367542225125642,1.3449638860473816,0.8445397008316292,1.692026332186719,0.998772840186464,-1.9381336989365956,1.690567595102638,1.6296244203125922,0.35119,67.889,2011
-0.9734276637124224,-0.783655284037045,1.4049004785641424,0.7830737482253213,1.6044034122103294,1.0225252654975403,-1.82656903846062,1.659991795428978,1.6457789325504617,0.42092,68.51,2011
-0.9770998225533957,-0.830556345561508,1.379028568125253,0.8603381786099565,1.6915539714321286,1.0047109465142297,-2.013374981583188,1.7236393784231268,1.6592410260820196,0.48485,68.315,2011
-1.014365434495125,-0.846190032736335,1.3309499345596503,0.7894918798227664,1.5925943933455877,1.0165871591697746,-1.9160802195401874,1.7161514274826384,1.667318282200953,0.51052,68.877,2011
-1.0731879788921976,-0.7992889712118542,1.2311993465341535,0.811708489198541,1.6651017691751069,0.998772840186464,-2.0782381562785215,1.7854149736821534,1.6987298337745869,0.46636,67.428,2011
-1.212294796023587,-0.7367542225125642,1.2192695211651103,0.7677689728775655,1.6582525382335553,0.9928347338586848,-2.052292886400382,1.8403266139123986,1.5892381397179203,0.4018,69.13,2011
-1.3273285718641512,-0.6742194738132741,1.3196669069515792,0.7799881080342411,1.6847047404905788,1.0047109465142297,-2.1392095404921387,1.8696544217626432,1.6709081738093694,0.24591,67.957,2011
-1.393699442767669,-0.5022489148902132,1.2188383226577955,0.8475019154150654,1.7857899419727736,0.998772840186464,-2.3247182201207863,1.9370459802270361,1.8064265820270469,0.23934,68.939,2011
-1.4132706893312268,-0.4240804790160962,1.1229685211981326,0.7841845786941096,1.7345388000997917,1.0047109465142297,-2.2676386263889006,1.9183261028758154,1.8755319954890415,0.25726,69.301,2011
-1.4612127630883787,-0.3459120431419792,1.2450695651861137,0.8869981098608855,1.8753023049675224,1.0106490528419954,-2.51282142673726,2.0019415550445987,1.9625868669931124,0.26241,68.446,2011
-1.4676186401776319,-0.2521099200930353,1.1962004010237675,0.8446631264392721,1.8268853276220771,1.0047109465142297,-2.4297965631272347,1.9757337267528894,1.8324532961880577,0.24452,68.694,2011
-1.463062443097165,-0.1426741098692822,1.0889757055381473,-0.6829756193604635,-0.43808449063552163,0.007109083448690921,0.5772602157484421,0.036354433166493866,-0.18865567934975974,0.89264,81.023,2011
-1.4516379489252482,-0.08013936116999215,0.9413620832007054,-0.6995146507846504,-0.5032702747688999,-0.06414819248456474,0.5733684252667256,-0.05225298629594867,-0.34750838302213666,1.0481,82.303,2011
-1.4350180300227686,-0.001970925295875176,0.8023724310095602,-0.5209177965249578,-0.3485721276407745,0.1377474226596574,0.5954219046631337,-0.005453292917898559,-0.25865856571385765,0.74785,81.579,2011
-1.4077352498931672,0.1074648849278957,0.6781153944850049,-0.48611177516957893,-0.3506977510364282,0.1614998479707336,0.5448286284007753,0.009522608963078045,-0.1940405167623829,0.68593,82.151,2011
-1.4216486517239662,0.20126700797683963,0.7268408258115799,-0.4998120176179726,-0.3606173268828114,0.14962363531518874,0.5889355871935915,0.008898613051371277,-0.21916975802128888,0.6525,82.837,2011
-1.4679722554734294,0.26380175667612965,0.7404954452098826,-0.49499841891988855,-0.37431578876591254,0.1377474226596574,0.5681793712910889,0.009522608963078045,-0.24340152637809312,0.77359,82.778,2011
-1.4718484231389013,0.2950691310257836,0.6187537333113312,-0.49944174079504283,-0.3745519691432077,0.1614998479707336,0.5889355871935915,0.009522608963078045,-0.2685307676370007,0.7649,82.335,2011
-1.4899916079309694,0.35760387972507357,0.6363610056933525,-0.5203006684867417,-0.3710092634837848,0.14368552898742307,0.6122863300839199,0.007026625316249202,-0.29366000889590665,0.64836,82.377,2011
-1.4956222514871287,0.45140600277401755,0.6194005310723034,-0.5659681433147211,-0.417772978188165,0.07836635938194658,0.5655848443032779,-0.04850901082570452,-0.2990448463085298,0.6272,82.408,2011
-1.4818176543627288,0.5452081258229436,0.5858389139196319,-0.013021421073240457,0.4624712879897364,0.3990241010815768,-0.6162221986457032,0.6878061649889513,0.573298814536389,0.55501,77.364,2011
-1.470896381957908,0.6077428745222515,0.6242155810706518,0.7517236438839513,1.7194232559529214,1.0284633718253193,-2.301367477230473,1.8765183767914249,1.7911695426912808,0.051019,66.859,2011
-1.4666938001732386,0.6859113103963684,0.55608621691491,0.8354062058660326,1.8580611374249985,1.0165871591697746,-2.5582256490239965,1.9626298126070367,1.9966908372730579,0.69285,67.14,2011
-1.4575134030708055,0.7328123719208315,0.5818862609359132,0.8542903238354402,1.8063376347974263,0.98095852120314,-2.446660988548021,1.9426619434324006,1.8898915619227028,1.0197,69.001,2011
-1.418194102295791,0.7484460590956585,0.575058951236762,0.8405900813870465,1.745875458209945,1.0047109465142297,-2.370122442407523,1.8983582337011813,1.8530951729364455,1.3279,70.335,2011
-1.390258493927794,0.8422481821446024,0.46000081620158956,0.8749024003118528,1.7893326476321965,0.998772840186464,-2.4557418330053595,1.9276860415514259,1.8665572664680035,0.17557,66.863,2011
-1.4150659669868138,1.0923871769417626,0.2639492282091152,-0.5922577977427202,-0.4541447562915717,0.048675827743091184,0.6252589650229896,0.0282424863142988,-0.114165428475142,0.92083,85.298,2011
-1.4139915205111218,1.1080208641165894,0.010117040236455129,-0.5743610846344581,-0.4161197155471007,0.11399499734856766,0.5513149458703027,0.05944228189966554,-0.08634376850992286,1.187,84.955,2011
-1.4138419140398226,1.1392882384662435,0.0139978268022887,-0.5969479708331614,-0.45367239553698224,0.06055204039862254,0.5474231553885862,0.011394596698200121,-0.12314015749618007,1.3783,85.123,2011
-1.4313866729466953,1.1705556128158796,0.20365330360292558,0.21729076278894835,0.7532093324396957,0.49997190865368785,-1.1065877993424222,1.007292071783107,0.8945941134895593,1.1073,76.661,2011
-1.4410430906396252,1.1861892999907064,0.4273015960635488,-0.46155007924858427,-0.2621301095508599,0.3455811441316452,0.5785574792423476,0.25662498999918315,-0.019930773754239843,0.99396,83.92,2011
-1.4389077982765406,1.2018229871655335,0.4671874579901696,-0.6031192512153206,-0.48083313892588947,0.03086150875976714,0.5629903173154669,-0.002333313359361175,-0.21916975802128888,1.0812,84.553,2011
-1.4213222376047683,1.2018229871655335,0.5520616975133041,-0.5506633679669659,-0.42249658573406185,0.1318093163318782,0.5889355871935915,0.05632230234112816,-0.11865279298566023,1.0029,84.616,2011
-1.373461767377416,1.2330903615151874,0.44979578486180466,-0.5496759631058205,-0.42202422497947245,0.11399499734856766,0.5837465332179695,0.041346400460151554,-0.10249828074779234,1.0528,83.808,2011
-1.336590572496384,1.2174566743403603,0.39409931100030704,-0.548811983852318,-0.43525032610798337,0.07836635938194658,0.585043796711875,0.009522608963078045,-0.1545517090698141,1.0287,82.042,2011
-1.3291510506963382,1.1705556128158796,0.5496182393051874,-0.5599202885402054,-0.44682316459543164,0.09024257203747794,0.585043796711875,0.008898613051371277,-0.20570766448973257,0.94843,82.344,2011
-1.3264717348012576,1.1549219256410703,0.5593920721376564,-0.5760890431414625,-0.44328045893600876,0.09618067836525712,0.5578012633398449,0.009522608963078045,-0.2398116347696782,1.021,82.386,2011
-1.3285118230462425,1.1861892999907064,0.5095886445427943,-0.5752250638879606,-0.4458784430862519,0.08430446570971226,0.5967191681570392,0.0057786334928338935,-0.30891704823167276,1.1397,82.603,2011
-1.316638509460429,1.2330903615151874,0.6605799885208687,-0.5757187663185332,-0.46028544610123767,0.0724282530541674,0.5642875808093724,-0.006701284741312093,-0.2703257134412073,1.0798,82.399,2011
-1.298032904666164,1.2330903615151874,0.6862362997061008,0.4457515625364893,1.0944899776307522,0.7612485870756208,-1.4309036728190905,1.3011941461972605,1.2266590872679743,0.5243,71.349,2011
-1.2548510368139778,1.2956251102144773,0.5880667728740924,0.992033301965238,1.9166338709941202,1.0106490528419954,-2.638655985646211,1.9333020047567921,2.0047680933919927,0.35867,63.887,2011
-1.14992249808024,1.3112587973893044,0.36104075877283653,0.9546353428493526,1.817201932152989,1.0106490528419954,-2.44406646156021,1.8359586425304477,1.916815748985817,0.47136,66.184,2011
-1.0406145699139342,1.2643577358648235,-0.3984435454443417,0.9169905325181804,1.6924986929413093,1.0165871591697746,-2.198883661211836,1.734871304833859,1.8225810942649148,0.49222,67.861,2011
-0.9704355342864441,1.1861892999907064,-0.5649580356857494,0.952290256304132,1.7307599140630745,1.0225252654975403,-2.271530416870617,1.7454792353328832,1.862967374859587,0.48567,66.557,2011
-0.9634992342534945,1.1236545512914164,-0.5130704819721993,0.9534010867729203,1.699347923882859,0.998772840186464,-2.2040727151874724,1.7423592557743475,1.7821948136702428,0.51512,67.88,2011
-0.9875722755443196,1.1549219256410703,-0.4427851252798822,0.9729023327805435,1.7343026197224973,0.98095852120314,-2.258557781931547,1.767943088154348,1.8441204439154075,0.70325,67.658,2011
-1.0106932756541516,1.1861892999907064,-0.7520981878603834,0.9859854471907217,1.7983075019694015,0.998772840186464,-2.4233102456576927,1.8509345444114225,1.8737370496848333,0.74822,60.654,2011
-1.0414306052119284,1.2330903615151874,-0.7232797542881763,0.9620408793079431,1.7888602868776078,1.0225252654975403,-2.403851293249095,1.8453185812060582,1.939252571538413,0.073167,56.377,2011
-1.4585606483698978,1.3581598589137673,0.2006349140517217,-0.6270638190980992,-0.3684112793335417,0.042737721415312,0.4462366028638693,0.09813002842552059,-0.11057553686672708,0.44509,81.613,2011
-1.5039458115266682,1.3581598589137673,0.19675412748588914,-0.70840129453496,-0.4957125026954647,-0.03445766084570934,0.5552067363520192,-0.012941243858385087,-0.24519647218229976,0.21186,81.806,2011
-1.666228031121089,1.4050609204382305,0.5803051997424252,-0.6855675571209704,-0.463119610628776,0.013047189776456601,0.5435313649068697,0.05195433095917724,-0.21109250190235573,0.4134,83.598,2011
-1.6150762185251608,1.4519619819627112,0.5188594124500634,-0.6648320550369149,-0.44635080384084136,0.02492340243200146,0.5539094728581138,0.033858449519665025,-0.2559661470075461,0.60293,84.423,2011
-1.4497474671515618,1.4675956691375383,-0.0058373045341929795,-0.6490335772585869,-0.4475317057273162,0.02492340243200146,0.6045027491204722,-0.004829297006190018,-0.33943112690320193,0.31753,83.032,2011
-1.4314546758881947,1.5144967306620014,-0.01805459557477981,-0.6775448926241632,-0.4959486830727598,-0.03445766084570934,0.5863410602057806,-0.03602909259155676,-0.30083979211273804,0.5396,84.707,2011
-1.5058226927120546,1.4519619819627112,0.21975138120934598,-0.6411343383694227,-0.43973775327658593,0.06055204039862254,0.5707738982788999,0.05070633913576193,-0.15814160067822902,0.8023,84.263,2011
-1.5788850530591236,1.4206946076130573,0.1414169857138192,-0.6714970378496469,-0.4950039615635801,-0.0047671292068539395,0.5785574792423476,0.008274617139662736,-0.20122029997921273,1.0618,84.708,2011
-1.6671120693605828,1.3737935460885944,0.16987608719659772,-0.6782854462700223,-0.5082300626920918,-0.0047671292068539395,0.560395790327656,0.008274617139662736,-0.24519647218229976,0.96692,84.631,2011
-1.7104299430957681,1.3894272332634212,0.23556199314422283,-0.6912451350725569,-0.520747622688719,-0.0166433418623988,0.5889355871935915,0.008898613051371277,-0.3098145211337761,0.94812,84.55,2011
-1.7327621090842058,1.4363282947878844,0.3200050341600425,-0.6303963105044652,-0.42934581667561245,0.02492340243200146,0.47218187274199386,0.07192220013381152,-0.23442679735705504,0.76725,84.277,2011
-1.4964110856085229,1.5613977921864644,0.08119292752551575,0.7991190772189356,1.7846090400863004,1.0106490528419954,-2.515415953725071,1.9738617390177675,1.9195081676921286,0.21291,66.76,2011
-1.411067394026643,1.5926651665361182,0.03742627903306038,0.9035371412850725,1.8904178491143928,1.0047109465142297,-2.6996273698598134,2.017541452837282,1.9886135811541232,0.28478,65.495,2011
-1.3623772879129967,1.5613977921864644,0.17382874018031744,0.8175094927577705,1.8051567329109512,1.0284633718253193,-2.532280379145857,1.9757337267528894,2.011050403706719,0.30938,65.122,2011
-1.4022814139849067,1.5301304178368282,0.5833954557115152,0.8869981098608855,1.9185233140124798,1.0047109465142297,-2.7022218968476244,2.0262773956011837,1.9913059998604348,0.4273,66.026,2011
-1.3458525731286166,1.4675956691375383,0.6165977407747569,0.7686329521310681,1.7890964672549021,1.0047109465142297,-2.5050378457738125,1.9464059189026448,1.8997637638458442,0.72742,66.369,2011
-1.2422976938131691,1.4363282947878844,0.5748433519831045,0.8399729533488309,1.833026017431744,0.998772840186464,-2.5608201760118074,1.9270620456397174,1.9329702612236865,0.86749,67.327,2011
-1.070535864173717,1.4675956691375383,-0.12678848583600189,0.8347890778278171,1.7255639457625882,0.98095852120314,-2.323420956626881,1.810998806062154,1.8261709858733313,0.52366,69.291,2011
-1.037486434604957,1.5457641050116553,-0.8807390758759733,0.9063759302608658,1.819799916303233,1.0106490528419954,-2.4972542648103793,1.8740223931445943,1.8916865077269094,0.42837,67.311,2011
-1.1103311855392277,1.6082988537109453,-0.8259768654469906,0.8683608431067638,1.797362780460221,1.0047109465142297,-2.4622281504749015,1.8852543195553266,1.8952763993353259,0.64247,67.667,2011
-1.2235288819593053,1.6708336024102353,-0.12132663807668022,0.945748699099043,1.9244278234448506,1.0225252654975403,-2.6594122015487134,1.9969495877509391,1.9993832559793694,0.82869,65.856,2011
-1.2745310880839347,1.6864672895850623,0.3012478990918479,0.8719401857284166,1.8167295713983989,1.0106490528419954,-2.4492555155358318,1.9476539107260602,1.9419449902447246,0.40453,64.856,2011
-1.3271381636279527,1.7021009767598891,0.3328691229616016,0.9630282841690885,1.961508142680141,1.0047109465142297,-2.756706963591714,2.040005305658745,2.0729760339518823,0.18232,63.19,2011
-1.3834581997778437,1.7177346639346984,0.4020046169677454,0.9447612942378976,1.951824747211053,1.0165871591697746,-2.7229781127501416,2.0449972729524046,2.0675911965392606,0.19051,62.88,2011
-1.5353087681462403,1.7646357254591614,0.658639595237952,-0.5967011196178751,-0.3967529246089229,0.12587121000411253,0.5227751490043524,0.1499216890972284,-0.19852788127290116,0.56878,81.787,2011
-1.5496029864494365,1.7959030998088152,0.7075806258181844,-0.6174366217019305,-0.4902803540176832,0.03679961508754632,0.5837465332179695,-0.009197268388142709,-0.22455459543391204,0.55026,82.66,2011
-1.5985515037407807,1.8584378485081232,0.6614423855354984,-0.7207438552992785,-0.6867824279269976,-0.23041516966215228,0.585043796711875,-0.2587956330710766,-0.3663553139663177,0.78055,83.35,2011
-1.6013124231656608,1.9209725972073954,0.7016875795515489,-0.64644163949808,-0.5788479955032515,-0.0760244051401096,0.6148808570717309,-0.14273239349351152,-0.2801979153643503,0.4963,82.267,2011
-1.6207884656111191,1.93660628438224,0.7608336414715653,-0.5151167929657279,-0.3899036936673723,0.1852522732818233,0.5707738982788999,0.07129820422210476,-0.15185929036350254,0.5529,82.439,2011
-1.6312473180137435,1.9209725972073954,0.7540781981903001,-0.4590815670957208,-0.35117011179101765,0.21494280492067872,0.5707738982788999,0.06880222057527415,-0.11685784718145358,0.80307,83.672,2011
-1.5959401907871997,1.9522399715570493,0.7568809884878466,-0.47808911067277177,-0.39250167781761636,0.16743795429851277,0.5759629522545366,0.009522608963078045,-0.1545517090698141,0.87729,84.34,2011
-1.5854405366196762,2.0147747202563573,0.741214109388741,-0.4753737473046214,-0.4040745163050638,0.17337606062627847,0.585043796711875,0.008274617139662736,-0.2496838366928196,0.91205,85.008,2011
-1.5742336518605575,2.0616757817808202,0.761192973560995,-0.022772044077051492,0.32690375142249367,0.3277668251483211,-0.5902769287675639,0.5867188272923628,0.519450440410159,0.75338,77.035,2011
-1.5756481130437472,2.108576843305283,0.8701424630758735,0.8049200807781651,1.682106756340335,1.0165871591697746,-2.288394842291403,1.9326780088450835,1.7310388582503258,0.21314,62.508,2011
-1.5374168593327249,2.1554779048297465,1.0030234697467255,0.8809502550863691,1.7768150876355702,0.998772840186464,-2.4297965631272347,1.9507738902845975,1.8925839806290143,0.26682,62.295,2011
-1.3695311973587447,2.171111592004591,1.1274242391070521,0.9529073843423477,1.8564078747839332,1.0106490528419954,-2.5167132172189763,1.935797988403621,1.9293803696152716,0.45902,71.277,2011
-1.1209804461780504,2.124210530480128,0.8852344108318929,0.9667310523983843,1.846252118560255,1.0225252654975403,-2.503740582279907,1.8365826384421544,1.9859211624478115,0.70367,63.0,2011
-0.9210653987578029,2.0616757817808202,0.0889545006571829,0.9187184910251843,1.7631166257524689,1.0106490528419954,-2.2559632549437363,1.741735259862639,1.7956569072018007,0.47882,63.865,2011
-0.8295334394994679,2.0147747202563573,-0.5374331976354868,0.8457739569080603,1.656599275592492,1.0047109465142297,-2.062670994351641,1.6412719180777589,1.672703119613576,0.76105,65.579,2011
-0.7679227745009153,1.9991410330815125,-0.8290671214160795,0.9464892527449015,1.8205084574351176,0.9928347338586848,-2.3558525439745477,1.737367288480688,1.8109139465375652,0.72125,65.123,2011
-0.7155605095462957,1.9991410330815125,-0.955408284059324,0.881073680694012,1.7439860151915854,1.0047109465142297,-2.219639877114353,1.6949355664845889,1.863864847761692,0.62048,65.75,2011
-0.7544581920840133,2.030408407431166,-0.6166299901456432,0.9130409130735977,1.8006693057423495,1.0047109465142297,-2.290989369279214,1.7573351576553222,1.796554380103904,0.35877,63.759,2011
-0.9274576752587562,2.030408407431166,0.11662307154321686,0.8293583510915163,1.7454030974553545,0.9868966275309191,-2.2339097755473283,1.8003908755631282,1.7409110601734672,0.40253,63.718,2011
